industry,function,usecase,paragraph_ID
tech,talent shortage : how tech candidates search for jobs,beyond the talent shortage : how tech candidates search for jobs,2036
k,what kind of application ? [SEP],what is main idea ? [SEP],2037
institute,building a safer health system,building a safer health system,2038
machine learning and knowledge discovery,multiagent reinforcement learning for urban traffic control,reinforcement learning,2039
l,l,what is main idea ? [SEP],2040
digital,digital,managing talent,2041
m,what kind of application ? [SEP],what is main idea ? [SEP],2042
medical,medical,medical error : the third leading cause of death in the us,2043
automotive,automotive,automotive revolution,2044
mckinsey advanced industries,value - creating mobility,value - creating mobility,2045
data and analytics,business,the need to lead in data and analytics,2046
"innovation , competition , and productivity","big data : the next frontier for innovation , competition , and productivity",big data,2047
productivity and growth,internet,digital transformation : the internet ’ s impact on productivity and growth,2048
haves and have - mores,digital,digital america,2049
digital europe,digital,"pushing the frontier , capturing the benefits",2050
"life , business , and the global economy",disruptive technologies,"disruptive technologies : advances that will transform life , business , and the global economy",2051
internet of things,internet of things,the internet of things : mapping the value beyond the hype,2052
innovation and performance,open data,open data,2053
corporate profits,global competition for corporate profits,corporate profits,2054
bibliography,bibliography,bibliography,2055
information technology,information technology,exponential and non - exponential trends in information technology,2056
p,what kind of application ? [SEP],what is main idea ? [SEP],2057
fa,folding,folding,2058
natural language processing and data mining,clinical decision support,correlating mammographic and pathologic findings in clinical decision support,2059
r,what kind of application ? [SEP],what is main idea ? [SEP],2060
analytics,analytics,the talent dividend,2061
data storage space ? ” world economic forum,data storage,running out of data storage space,2062
[CLS],what kind of application ? [SEP],what is main idea ? [SEP],2063
"sap , real - time enterprise stories , case studies from bloomberg businessweek research services and forbes insights",sap,real,2064
talking scales and telemedicine,aco,keep patients out of the hospital,2065
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],2066
energy,smart grid,smart grid,2067
"innovation , competition , and productivity","big data : the next frontier for innovation , competition , and productivity ( may 2011 ) big data will become a key basis of competition",big data will become a key basis of competition,2068
physical and digital,digital,linking the physical and digital worlds,2069
government and business,mobile internet,reshape the world in which we live and work,2070
"companies , and individuals",technology,the us economy as a whole is realizing only 18 percent of its digital potential,2071
builders,e - book,[SEP],2072
2016,mc,mckinsey global institute december 2016,2073
